央视频道,#genre#
云南卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000024694&channel-id=ystenlive&livemode=1&stbId=iptv
海南卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000023773&channel-id=ystenlive&livemode=1&stbId=iptv
贵州卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000003169&channel-id=ystenlive&livemode=1&stbId=iptv
陕西卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000007495&channel-id=ystenlive&livemode=1&stbId=iptv
甘肃卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000017827&channel-id=ystenlive&livemode=1&stbId=iptv
青海卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000013359&channel-id=ystenlive&livemode=1&stbId=iptv
黑龙江卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000009082&channel-id=ystenlive&livemode=1&stbId=iptv
吉林卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000027730&channel-id=ystenlive&livemode=1&stbId=iptv
辽宁卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000024033&channel-id=ystenlive&livemode=1&stbId=iptv
山西卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000021220&channel-id=ystenlive&livemode=1&stbId=iptv
宁夏卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000031451&channel-id=ystenlive&livemode=1&stbId=iptv
新疆卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000029441&channel-id=ystenlive&livemode=1&stbId=iptv
兵团卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000005000266005&channel-id=ystenlive&livemode=1&stbId=iptv
西藏卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000015894&channel-id=ystenlive&livemode=1&stbId=iptv
内蒙古卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000014080&channel-id=ystenlive&livemode=1&stbId=iptv
大湾区卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000011619&channel-id=ystenlive&livemode=1&stbId=iptv

地方频道,#genre#
黑莓动画,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000021734&channel-id=ystenlive&livemode=1&stbId=iptv
金鹰卡通,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000016601&channel-id=ystenlive&livemode=1&stbId=iptv
卡酷少儿,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000002413&channel-id=ystenlive&livemode=1&stbId=iptv
优漫卡通,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000010063&channel-id=ystenlive&livemode=1&stbId=iptv
哈哈炫动,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000000172&channel-id=ystenlive&livemode=1&stbId=iptv
黑莓电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000019624&channel-id=ystenlive&livemode=1&stbId=iptv
北京纪实科教,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000028380&channel-id=ystenlive&livemode=1&stbId=iptv
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
湖南经视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7766420291569067385&channel-id=hnbblive&livemode=1&stbId=iptv
