央视频道,#genre#
CGTN纪录,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7114647837765104058&channel-id=hnbblive&livemode=1&stbId=iptv
CGTN俄语,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000280004&channel-id=ystenlive&livemode=1&stbId=iptv
CGTN法语,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000280003&channel-id=ystenlive&livemode=1&stbId=iptv
CGTN西语,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000280002&channel-id=ystenlive&livemode=1&stbId=iptv
CGTN阿语,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000280001&channel-id=ystenlive&livemode=1&stbId=iptv

卫视频道,#genre#
浙江卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000009806&channel-id=ystenlive&livemode=1&stbId=iptv
江苏卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000004684&channel-id=ystenlive&livemode=1&stbId=iptv
北京卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000017156&channel-id=ystenlive&livemode=1&stbId=iptv
湖南卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000009115&channel-id=ystenlive&livemode=1&stbId=iptv
东方卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000030202&channel-id=ystenlive&livemode=1&stbId=iptv
安徽卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000020780&channel-id=ystenlive&livemode=1&stbId=iptv
广东卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000028357&channel-id=ystenlive&livemode=1&stbId=iptv
深圳卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000011645&channel-id=ystenlive&livemode=1&stbId=iptv
湖北卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000010355&channel-id=ystenlive&livemode=1&stbId=iptv
江西卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000013731&channel-id=ystenlive&livemode=1&stbId=iptv
河南卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7304224304099543804&channel-id=ystenlive&livemode=1&stbId=iptv
河北卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000017118&channel-id=ystenlive&livemode=1&stbId=iptv
山东卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000012807&channel-id=ystenlive&livemode=1&stbId=iptv
天津卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000000831&channel-id=ystenlive&livemode=1&stbId=iptv
四川卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000016825&channel-id=ystenlive&livemode=1&stbId=iptv
重庆卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000018937&channel-id=ystenlive&livemode=1&stbId=iptv
东南卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000009263&channel-id=ystenlive&livemode=1&stbId=iptv
广西卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000019837&channel-id=ystenlive&livemode=1&stbId=iptv
云南卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000024694&channel-id=ystenlive&livemode=1&stbId=iptv
海南卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000023773&channel-id=ystenlive&livemode=1&stbId=iptv
贵州卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000003169&channel-id=ystenlive&livemode=1&stbId=iptv
陕西卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000007495&channel-id=ystenlive&livemode=1&stbId=iptv
甘肃卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000017827&channel-id=ystenlive&livemode=1&stbId=iptv
青海卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000013359&channel-id=ystenlive&livemode=1&stbId=iptv
黑龙江卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000009082&channel-id=ystenlive&livemode=1&stbId=iptv
吉林卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000027730&channel-id=ystenlive&livemode=1&stbId=iptv
辽宁卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000024033&channel-id=ystenlive&livemode=1&stbId=iptv
延边卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000005000266008&channel-id=ystenlive&livemode=1&stbId=iptv
山西卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000021220&channel-id=ystenlive&livemode=1&stbId=iptv
宁夏卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000031451&channel-id=ystenlive&livemode=1&stbId=iptv
新疆卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000029441&channel-id=ystenlive&livemode=1&stbId=iptv
兵团卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000005000266005&channel-id=ystenlive&livemode=1&stbId=iptv
西藏卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000015894&channel-id=ystenlive&livemode=1&stbId=iptv
安多卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000006000022124&channel-id=bestzb&livemode=1&stbId=iptv
康巴卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000003000001598&channel-id=bestzb&livemode=1&stbId=iptv
内蒙古卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000014080&channel-id=ystenlive&livemode=1&stbId=iptv
大湾区卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000011619&channel-id=ystenlive&livemode=1&stbId=iptv
三沙卫视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000288016&channel-id=bestzb&livemode=1&stbId=iptv

地方频道,#genre#
黑莓动画,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000021734&channel-id=ystenlive&livemode=1&stbId=iptv
金鹰卡通,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000006000040024&channel-id=bestzb&livemode=1&stbId=iptv
卡酷少儿,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000265008&channel-id=bestzb&livemode=1&stbId=iptv
优漫卡通,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000010063&channel-id=ystenlive&livemode=1&stbId=iptv
哈哈炫动,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000000172&channel-id=ystenlive&livemode=1&stbId=iptv
嘉佳卡通,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=4739906347743456369&channel-id=bestzb&livemode=1&stbId=iptv
黑莓电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000019624&channel-id=ystenlive&livemode=1&stbId=iptv
北京纪实科教,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000028380&channel-id=ystenlive&livemode=1&stbId=iptv
上海都市,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000010000018926&channel-id=bestzb&livemode=1&stbId=iptv
上视新闻,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031110&channel-id=bestzb&livemode=1&stbId=iptv
东方影视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000010000032212&channel-id=bestzb&livemode=1&stbId=iptv
五星体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000010000017540&channel-id=bestzb&livemode=1&stbId=iptv
法治天地,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=9001547084732463424&channel-id=bestzb&livemode=1&stbId=iptv
东方财经,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000007000010003&channel-id=bestzb&livemode=1&stbId=iptv
上海第一财经,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000010000027146&channel-id=bestzb&livemode=1&stbId=iptv
湖南经视,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7766420291569067385&channel-id=hnbblive&livemode=1&stbId=iptv
湖南都市,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=4682579636905393407&channel-id=hnbblive&livemode=1&stbId=iptv
湖南国际,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5015828848322021526&channel-id=hnbblive&livemode=1&stbId=iptv
湖南娱乐,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6427893650335440392&channel-id=hnbblive&livemode=1&stbId=iptv
湖南爱晚,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6307875884530512195&channel-id=hnbblive&livemode=1&stbId=iptv
湖南电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7884242846753128038&channel-id=hnbblive&livemode=1&stbId=iptv
湖南电视剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=8765482907954673867&channel-id=hnbblive&livemode=1&stbId=iptv
茶,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031209&channel-id=bestzb&livemode=1&stbId=iptv
金鹰纪实,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031203&channel-id=bestzb&livemode=1&stbId=iptv
快乐垂钓,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031206&channel-id=bestzb&livemode=1&stbId=iptv
山东教育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000004097&channel-id=ystenlive&livemode=1&stbId=iptv

数字频道,#genre#
睛彩竞技,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000270001&channel-id=ystenlive&livemode=1&stbId=iptv
睛彩篮球,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000270002&channel-id=ystenlive&livemode=1&stbId=iptv
睛彩青少,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000270007&channel-id=ystenlive&livemode=1&stbId=iptv
睛彩广场舞,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000270008&channel-id=ystenlive&livemode=1&stbId=iptv
哒啵电竞,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000032327&channel-id=ystenlive&livemode=1&stbId=iptv
哒啵赛事,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000003775&channel-id=ystenlive&livemode=1&stbId=iptv
中国天气,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000005000031974&channel-id=bestzb&livemode=1&stbId=iptv
求索动物,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000002000010046&channel-id=wasusyt&livemode=1&stbId=iptv
求索纪录,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000002000032052&channel-id=wasusyt&livemode=1&stbId=iptv
求索科学,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000002000032344&channel-id=wasusyt&livemode=1&stbId=iptv
求索生活,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000002000003382&channel-id=wasusyt&livemode=1&stbId=iptv
NEWTV军事评论,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5822616274253344775&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV军旅剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7485075951068666323&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV动作电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000018653&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV古装剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6859053933687922163&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV家庭剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6316377948248689070&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV中国功夫,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5897056882324761054&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV农业致富,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6193684637634073625&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV东北热剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000005000266013&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7151256057701199617&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV怡伴健康,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7820874641606664941&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV明星大片,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000019008&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV欢乐剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000005000266012&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV武搏世界,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=bokesen&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV潮妈辣婆,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6516734029835465177&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV炫舞未来,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000000515&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV爱情喜剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=8393829412396288037&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV精品体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6460382139625130259&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV精品大剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7882297361445410858&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV精品纪录,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6298506997017621594&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV金牌综艺,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6399725674632152632&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV超级体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000009601&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV超级电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000003000012426&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV超级综艺,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000268002&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV超级电视剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000268003&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV魅力潇湘,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000006197&channel-id=ystenlive&livemode=1&stbId=iptv
NEWTV精品萌宠,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000032328&channel-id=ystenlive&livemode=1&stbId=iptv
IHOT爱谍战,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000070630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱动漫,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000280630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱科幻,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000020630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱科学,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000160630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱浪漫,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000040630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱历史,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000150630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱旅行,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000250630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱奇谈,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000270630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱赛车,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000240630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000290630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱玩具,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000220630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱喜剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000010630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱悬疑,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000050630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱幼教,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000180630&channel-id=wasusyt&livemode=1&stbId=iptv
IHOT爱院线,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000006000030630&channel-id=wasusyt&livemode=1&stbId=iptv
动漫秀场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031113&channel-id=bestzb&livemode=1&stbId=iptv
都市剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031111&channel-id=bestzb&livemode=1&stbId=iptv
法治天地,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=9001547084732463424&channel-id=bestzb&livemode=1&stbId=iptv
欢笑剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000002000009455&channel-id=bestzb&livemode=1&stbId=iptv
金色学堂,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000010000026105&channel-id=bestzb&livemode=1&stbId=iptv
劲爆体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000002000029972&channel-id=bestzb&livemode=1&stbId=iptv
乐游,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031112&channel-id=bestzb&livemode=1&stbId=iptv
魅力足球,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031207&channel-id=bestzb&livemode=1&stbId=iptv
生活时尚,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000002000019634&channel-id=bestzb&livemode=1&stbId=iptv
游戏风云,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000011000031114&channel-id=bestzb&livemode=1&stbId=iptv

咪咕频道,#genre#
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000010129&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000005969&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000008001&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000010948&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000031494&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000008176&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000005308&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000007218&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000025380&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000028638&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000000097&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000002019&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000003915&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000004193&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000005837&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000006077&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000006658&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000009788&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000010833&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000011297&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000012558&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000012616&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000019839&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000021904&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000027691&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000031669&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000008379&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000002809&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000015560&channel-id=FifastbLive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000023434&channel-id=FifastbLive&livemode=1&stbId=iptv

4K8K频道,#genre#
华数4K,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6000000003000004748&channel-id=wasusyt&livemode=1&stbId=iptv
纯享4K,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000011651&channel-id=ystenlive&livemode=1&stbId=iptv
咪咕视频,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000010000005180&channel-id=FifastbLive&livemode=1&stbId=iptv
CCTV16,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000008000023254&channel-id=bestzb&livemode=1&stbId=iptv
欢笑剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5000000007000010001&channel-id=bestzb&livemode=1&stbId=iptv
LoveNature,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
loupe,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
fashiontv,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
